Complaint_ID,Product_ID,Customer_ID,Complaint_Date,Complaint_Type,Resolution_Time_Days,Complaint_Status,Satisfaction_Score,Customer_Loyalty_Score,Customer_Service_Interaction,Brand_Perceived_Image,Customer_Feedback,Additional_Comments
9647,6648,7454,2024-12-05 06:32:30.412051392,Quality Issue,9.0,Pending,9.247898372527898,3.3716441500229237,Positive,Good,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
9648,288,1196,2024-12-05 06:32:30.412051392,Packaging Issue,14.0,Unresolved,5.342385165210305,6.716917750691236,Positive,Average,,"Honestly, the product wasn't great. Wouldn't recommend it."
9649,1428,4937,2024-12-05 06:32:30.412051392,Quality Issue,20.0,Pending,7.922069356439057,9.814096967877333,Negative,Average,"Took way too long to get fixed, but the service was okay I guess.",The color was different from the online pictures. Product's okay but that's a letdown.
9650,3293,7719,2024-12-05 06:32:30.412051392,Late Delivery,21.0,Resolved,8.196848706071243,1.4759602631221935,Negative,Average,"Arrived in a damaged box, not happy. Seriously?",Package came way late. Not ordering from here again.
9651,3566,8662,2024-12-05 06:32:30.412051392,Quality Issue,2.0,Unresolved,1.8320857184073152,6.692947582381288,Negative,Excellent,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
9652,4181,4915,2024-12-05 06:32:30.412051392,Quality Issue,28.0,Resolved,7.563861405772956,4.38257222582671,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
9653,6010,5351,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Unresolved,6.832884096380245,7.488121563353612,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,Packaging was fine but the actual product had issues.
9654,5241,10142,2024-12-05 06:32:30.412051392,Packaging Issue,20.0,Resolved,1.1805197665682516,3.219053697981605,Neutral,Poor,Customer service wasn't helpful. Not coming back.,Packaging was fine but the actual product had issues.
9655,5916,1992,2024-12-05 06:32:30.412051392,Damaged Product,,Unresolved,,7.62074877225467,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","Honestly, the product wasn't great. Wouldn't recommend it."
9656,9736,5489,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Resolved,,2.82221305256967,Negative,Average,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
9657,3976,11220,2024-12-05 06:32:30.412051392,Quality Issue,,Pending,3.028227486607391,9.73427344855378,Negative,Poor,"Arrived in a damaged box, not happy. Seriously?","Arrived in a damaged box, not happy. Seriously?"
9658,10301,8193,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Pending,8.606431556613368,4.615996683329537,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,Customer service wasn't helpful. Not coming back.
9659,10040,5144,2024-12-05 06:32:30.412051392,Damaged Product,,Pending,4.070447620852269,5.394617188449715,Negative,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
9660,6924,340,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Unresolved,2.2339165231742597,6.017669250606459,Neutral,Average,"Arrived in a damaged box, not happy. Seriously?",Got the wrong item... so frustrating! What a waste of time.
9661,9620,5656,2024-12-05 06:32:30.412051392,Late Delivery,17.0,Resolved,1.328329631062585,4.740720841328862,Positive,Average,Packaging was fine but the actual product had issues.,The color was different from the online pictures. Product's okay but that's a letdown.
9662,10216,7339,2024-12-05 06:32:30.412051392,Packaging Issue,9.0,Unresolved,2.8035697163716633,9.61840469002707,Positive,Good,"Took way too long to get fixed, but the service was okay I guess.","Took way too long to get fixed, but the service was okay I guess."
9663,794,4991,2024-12-05 06:32:30.412051392,Quality Issue,16.0,Resolved,8.237601219227539,3.704806779731732,Positive,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,Customer service wasn't helpful. Not coming back.
9664,2338,7150,2024-12-05 06:32:30.412051392,Incorrect Product,17.0,Unresolved,9.897326140767772,5.080264122680799,Positive,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.","Took way too long to get fixed, but the service was okay I guess."
9665,3401,3169,2024-12-05 06:32:30.412051392,Late Delivery,22.0,Pending,9.346139505414847,7.680867087444912,Negative,Good,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
9666,4851,9695,2024-12-05 06:32:30.412051392,Late Delivery,4.0,Pending,6.639568174531998,7.241539703460891,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
9667,1070,10954,2024-12-05 06:32:30.412051392,Incorrect Product,,Resolved,7.216572590857332,6.827891052288914,Negative,Excellent,Package came way late. Not ordering from here again.,"Took way too long to get fixed, but the service was okay I guess."
9668,11282,4493,2024-12-05 06:32:30.412051392,Late Delivery,12.0,Unresolved,8.53194832171983,2.7031612162804413,Neutral,Excellent,"Took way too long to get fixed, but the service was okay I guess.","I dunno, but the product just wasn't what I thought. Disappointed."
9669,945,11255,2024-12-05 06:32:30.412051392,Incorrect Product,28.0,Unresolved,6.243012162058941,9.621599866628127,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?",The color was different from the online pictures. Product's okay but that's a letdown.
9670,4919,5771,2024-12-05 06:32:30.412051392,Incorrect Product,,Pending,2.9619134073015383,6.35673858069874,Neutral,Average,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
9671,3876,10297,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Pending,7.852025596949779,,Negative,Average,"Arrived in a damaged box, not happy. Seriously?",Got the wrong item... so frustrating! What a waste of time.
9672,6076,4938,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Unresolved,3.5765871844650583,5.520890355435808,Neutral,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","Honestly, the product wasn't great. Wouldn't recommend it."
9673,7546,6166,2024-12-05 06:32:30.412051392,Packaging Issue,10.0,Unresolved,2.5477883595160624,7.997233495731509,Negative,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
9674,2673,7180,2024-12-05 06:32:30.412051392,Quality Issue,14.0,Resolved,7.39989845118191,9.649317929184273,Neutral,Poor,"Took way too long to get fixed, but the service was okay I guess.","Took way too long to get fixed, but the service was okay I guess."
9675,8244,7105,2024-12-05 06:32:30.412051392,Quality Issue,9.0,Resolved,9.164638858347319,3.3867813005490803,Negative,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
9676,1415,6321,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Pending,9.545226738361215,1.9339335623726313,Positive,Poor,Got the wrong item... so frustrating! What a waste of time.,"Honestly, the product wasn't great. Wouldn't recommend it."
9677,1160,2909,2024-12-05 06:32:30.412051392,Incorrect Product,9.0,Resolved,3.487502918203763,3.53124394935705,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
9678,602,6801,2024-12-05 06:32:30.412051392,Damaged Product,2.0,Pending,6.481546395695266,1.4104226247933864,Positive,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.","Arrived in a damaged box, not happy. Seriously?"
9679,6742,3722,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Resolved,5.090648891009508,2.8972621340248232,Neutral,Poor,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
9680,7247,5576,2024-12-05 06:32:30.412051392,Incorrect Product,17.0,Resolved,4.0330487896118346,3.3865296572379564,Neutral,Good,Got the wrong item... so frustrating! What a waste of time.,
9681,5951,9485,2024-12-05 06:32:30.412051392,Late Delivery,2.0,Unresolved,6.622794379434286,9.737741679654718,Negative,Good,Customer service wasn't helpful. Not coming back.,"Honestly, the product wasn't great. Wouldn't recommend it."
9682,10149,340,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Resolved,1.745818533691805,1.6721870077158698,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
9683,5113,5355,2024-12-05 06:32:30.412051392,Late Delivery,27.0,Unresolved,8.066346296185749,,Neutral,Poor,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
9684,9076,5204,2024-12-05 06:32:30.412051392,Packaging Issue,23.0,Unresolved,4.204900228495569,6.925499696864676,Neutral,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
9685,8019,8150,2024-12-05 06:32:30.412051392,Packaging Issue,8.0,Resolved,8.845974580226553,8.854442523415308,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Customer service wasn't helpful. Not coming back.
9686,10757,2859,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Unresolved,,2.7964096376509833,Positive,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
9687,4417,10039,2024-12-05 06:32:30.412051392,Damaged Product,8.0,Pending,8.85254576970922,7.414374982233853,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
9688,970,4010,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Unresolved,9.671563903413281,4.0036200232290895,Neutral,Good,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
9689,2211,1188,2024-12-05 06:32:30.412051392,Damaged Product,6.0,Pending,6.964306519153478,9.837679541507585,Positive,Poor,,"Arrived in a damaged box, not happy. Seriously?"
9690,870,8868,2024-12-05 06:32:30.412051392,Packaging Issue,10.0,Unresolved,3.3069830855419236,8.410861519531064,Neutral,Poor,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
9691,11267,10129,2024-12-05 06:32:30.412051392,Quality Issue,19.0,Unresolved,2.3527119041106843,2.96050788756717,Negative,Excellent,"Resolution was fine, but the shipping took forever!",Customer service wasn't helpful. Not coming back.
9692,4021,6460,2024-12-05 06:32:30.412051392,Damaged Product,5.0,Pending,7.970838654648206,5.354917345821274,Negative,Good,Customer service wasn't helpful. Not coming back.,"Resolution was fine, but the shipping took forever!"
9693,8501,4709,2024-12-05 06:32:30.412051392,Quality Issue,6.0,Unresolved,2.52448518664982,8.181792084510665,Negative,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","I dunno, but the product just wasn't what I thought. Disappointed."
9694,5235,6127,2024-12-05 06:32:30.412051392,Incorrect Product,6.0,Resolved,6.471555017056599,3.4179976830420697,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Took way too long to get fixed, but the service was okay I guess."
9695,2117,3338,2024-12-05 06:32:30.412051392,Damaged Product,7.0,Pending,3.5186739196492467,,Positive,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.",Customer service wasn't helpful. Not coming back.
9696,9275,2507,2024-12-05 06:32:30.412051392,Late Delivery,,Pending,2.266431819808325,9.544868342357553,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
9697,9621,8053,2024-12-05 06:32:30.412051392,Damaged Product,6.0,Unresolved,4.298328720792123,,Negative,Excellent,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
9698,8595,10054,2024-12-05 06:32:30.412051392,Quality Issue,15.0,Pending,2.1879376744844885,7.5239081999955735,Positive,Poor,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
9699,10486,5851,2024-12-05 06:32:30.412051392,Late Delivery,16.0,Unresolved,4.714657215524131,1.3721679169061627,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,"Took way too long to get fixed, but the service was okay I guess."
9700,2716,2336,2024-12-05 06:32:30.412051392,Quality Issue,10.0,Pending,4.8354710188372385,7.288905532658941,Neutral,Good,,
9701,1198,6654,2024-12-05 06:32:30.412051392,Incorrect Product,14.0,Pending,2.8850966184755342,6.549560579263908,Neutral,Excellent,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
9702,8118,6935,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Resolved,8.06708739283269,1.7322675354346284,Positive,Good,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
9703,10065,5199,2024-12-05 06:32:30.412051392,Quality Issue,17.0,Resolved,4.304545136749365,8.394281558347927,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
9704,5902,101,2024-12-05 06:32:30.412051392,Quality Issue,3.0,Resolved,8.765154392673548,4.173837601169726,Positive,Good,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
9705,9240,8280,2024-12-05 06:32:30.412051392,Packaging Issue,2.0,Resolved,9.555676303936547,2.2514626820722823,Negative,Average,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
9706,4444,1316,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Resolved,2.482689574221134,1.4070113971225662,Negative,Excellent,,Packaging was fine but the actual product had issues.
9707,6928,8685,2024-12-05 06:32:30.412051392,Incorrect Product,12.0,Resolved,5.525058120711039,4.120539285150614,Positive,Poor,"Took way too long to get fixed, but the service was okay I guess.","Honestly, the product wasn't great. Wouldn't recommend it."
9708,8535,4952,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Pending,9.738097457405965,3.4492058175257174,Negative,Excellent,Package came way late. Not ordering from here again.,"Resolution was fine, but the shipping took forever!"
9709,4128,1816,2024-12-05 06:32:30.412051392,Packaging Issue,9.0,Pending,7.460684062990023,6.466409926214609,Neutral,Poor,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
9710,3375,8442,2024-12-05 06:32:30.412051392,Damaged Product,,Unresolved,2.1061252659786565,8.205665624955127,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
9711,2774,5415,2024-12-05 06:32:30.412051392,Late Delivery,1.0,Resolved,9.970563866714494,5.686436508442791,Positive,Poor,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
9712,1473,2262,2024-12-05 06:32:30.412051392,Packaging Issue,28.0,Pending,2.9853499075596384,5.881473908244934,Negative,Average,Got the wrong item... so frustrating! What a waste of time.,
9713,1190,10363,2024-12-05 06:32:30.412051392,Packaging Issue,23.0,Unresolved,2.091985061998229,3.5289628434680242,Neutral,Poor,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
9714,6163,220,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Pending,8.646881871691683,5.888128106569662,Negative,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.","I dunno, but the product just wasn't what I thought. Disappointed."
9715,214,5197,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Unresolved,,8.955503301142112,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
9716,9898,5502,2024-12-05 06:32:30.412051392,Late Delivery,27.0,Resolved,2.9146041971878933,6.926611987649113,Positive,Average,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
9717,3349,2739,2024-12-05 06:32:30.412051392,Packaging Issue,9.0,Unresolved,2.9014646226801584,3.6176802749800685,Positive,Average,"Took way too long to get fixed, but the service was okay I guess.","Honestly, the product wasn't great. Wouldn't recommend it."
9718,5763,8413,2024-12-05 06:32:30.412051392,Quality Issue,9.0,Resolved,7.696650259218721,7.129013045930294,Positive,Average,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
9719,4669,8277,2024-12-05 06:32:30.412051392,Quality Issue,5.0,Pending,,1.2608274714219183,Negative,Poor,Customer service wasn't helpful. Not coming back.,Customer service wasn't helpful. Not coming back.
9720,8442,5131,2024-12-05 06:32:30.412051392,Late Delivery,9.0,Resolved,8.387558517818144,9.250510563003706,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.","Resolution was fine, but the shipping took forever!"
9721,6561,5663,2024-12-05 06:32:30.412051392,Late Delivery,28.0,Pending,2.4210713889709754,4.207130673505695,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Got the wrong item... so frustrating! What a waste of time.
9722,10444,7019,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Unresolved,6.806299681637655,2.0616753186770347,Negative,Average,"Arrived in a damaged box, not happy. Seriously?","I dunno, but the product just wasn't what I thought. Disappointed."
9723,1571,1727,2024-12-05 06:32:30.412051392,Incorrect Product,,Resolved,4.77824736299719,9.071525771441724,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
9724,1883,4469,2024-12-05 06:32:30.412051392,Quality Issue,26.0,Pending,4.567996602571433,9.698649649340883,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,"I dunno, but the product just wasn't what I thought. Disappointed."
9725,8813,9126,2024-12-05 06:32:30.412051392,Damaged Product,23.0,Pending,3.123370584420137,7.789182352945605,Negative,Poor,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
9726,7248,9666,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Pending,3.0810559065578063,1.257056014811728,Positive,Average,"Resolution was fine, but the shipping took forever!",Package came way late. Not ordering from here again.
9727,5096,7143,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Unresolved,1.5665347469572466,2.158886531674799,Negative,Excellent,"Arrived in a damaged box, not happy. Seriously?","I dunno, but the product just wasn't what I thought. Disappointed."
9728,7235,7816,2024-12-05 06:32:30.412051392,Incorrect Product,10.0,Resolved,5.166286018970849,5.965695872475858,Neutral,Average,"Arrived in a damaged box, not happy. Seriously?","Arrived in a damaged box, not happy. Seriously?"
9729,1139,7228,2024-12-05 06:32:30.412051392,Incorrect Product,27.0,Pending,9.831404086223607,6.848602542828774,Positive,Good,,"I dunno, but the product just wasn't what I thought. Disappointed."
9730,5026,1130,2024-12-05 06:32:30.412051392,Packaging Issue,2.0,Pending,6.239803024833504,7.483955130784002,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
9731,10953,4810,2024-12-05 06:32:30.412051392,Damaged Product,29.0,Pending,2.362685202252533,4.91734604045954,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"Took way too long to get fixed, but the service was okay I guess."
9732,1283,9625,2024-12-05 06:32:30.412051392,Damaged Product,7.0,Pending,4.387067501687151,3.4108847838504626,Neutral,Poor,Packaging was fine but the actual product had issues.,"I dunno, but the product just wasn't what I thought. Disappointed."
9733,5716,2664,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Pending,5.994092271307993,8.213582005840657,Positive,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,The color was different from the online pictures. Product's okay but that's a letdown.
9734,8528,10775,2024-12-05 06:32:30.412051392,Late Delivery,20.0,Resolved,3.1184593980890045,3.4317591951669346,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.",Customer service wasn't helpful. Not coming back.
9735,4211,10549,2024-12-05 06:32:30.412051392,Incorrect Product,27.0,Resolved,6.258913578241138,3.028320870320427,Positive,Good,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
9736,5305,10445,2024-12-05 06:32:30.412051392,Incorrect Product,11.0,Resolved,5.33903895755323,,Neutral,Excellent,"Arrived in a damaged box, not happy. Seriously?","Arrived in a damaged box, not happy. Seriously?"
9737,1485,5024,2024-12-05 06:32:30.412051392,Quality Issue,16.0,Unresolved,1.1455835057413388,3.5234118792997284,Negative,Good,Package came way late. Not ordering from here again.,
9738,10326,10189,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Pending,9.120933708712224,5.895473548936852,Neutral,Poor,"Resolution was fine, but the shipping took forever!",Got the wrong item... so frustrating! What a waste of time.
9739,1464,424,2024-12-05 06:32:30.412051392,Packaging Issue,17.0,Pending,5.694830412611037,1.674980041971106,Negative,Average,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
9740,9922,4499,2024-12-05 06:32:30.412051392,Quality Issue,8.0,Pending,7.668843946943667,,Positive,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Took way too long to get fixed, but the service was okay I guess."
9741,1363,4820,2024-12-05 06:32:30.412051392,Late Delivery,8.0,Pending,2.1299874311990425,1.568990395707773,Positive,Average,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
9742,8137,5019,2024-12-05 06:32:30.412051392,Packaging Issue,26.0,Unresolved,5.634440554734163,6.022972540167268,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?",
9743,2908,1558,2024-12-05 06:32:30.412051392,Damaged Product,1.0,Unresolved,3.890744431567396,2.5949579696823815,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
9744,2891,4940,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Unresolved,9.276582932277318,7.812696731864065,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
9745,1108,6363,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Unresolved,7.016781243254869,3.152995230753737,Neutral,Poor,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
9746,1323,6788,2024-12-05 06:32:30.412051392,Damaged Product,9.0,Resolved,5.159868400855128,3.1345648703345086,Negative,Excellent,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
9747,10360,8309,2024-12-05 06:32:30.412051392,Quality Issue,23.0,Resolved,6.095484210184717,9.567370788226455,Negative,Excellent,"Arrived in a damaged box, not happy. Seriously?","Took way too long to get fixed, but the service was okay I guess."
9748,3072,220,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Resolved,1.8417670666811663,,Neutral,Poor,Packaging was fine but the actual product had issues.,"Arrived in a damaged box, not happy. Seriously?"
9749,3815,3510,2024-12-05 06:32:30.412051392,Packaging Issue,3.0,Pending,2.3974301505403415,7.102479809165754,Negative,Poor,,Customer service wasn't helpful. Not coming back.
9750,387,2592,2024-12-05 06:32:30.412051392,Quality Issue,11.0,Unresolved,1.5537887607564351,5.129423380244036,Positive,Average,"Took way too long to get fixed, but the service was okay I guess.","I dunno, but the product just wasn't what I thought. Disappointed."
9751,6022,440,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Resolved,8.399929424071939,4.107658412258639,Negative,Good,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
9752,5611,5194,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Pending,5.900812147397872,4.283966808938386,Neutral,Good,Packaging was fine but the actual product had issues.,"I dunno, but the product just wasn't what I thought. Disappointed."
9753,5675,8262,2024-12-05 06:32:30.412051392,Incorrect Product,14.0,Resolved,3.5483117044513577,5.942328398251644,Neutral,Poor,,"I dunno, but the product just wasn't what I thought. Disappointed."
9754,9557,4414,2024-12-05 06:32:30.412051392,Packaging Issue,11.0,Resolved,1.8528106137775642,7.484308539772411,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.","Arrived in a damaged box, not happy. Seriously?"
9755,4375,7823,2024-12-05 06:32:30.412051392,Incorrect Product,5.0,Unresolved,7.986807705138114,7.521284434126542,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?",Packaging was fine but the actual product had issues.
9756,6817,10603,2024-12-05 06:32:30.412051392,Packaging Issue,18.0,Resolved,7.843353786575621,6.29488846766809,Negative,Poor,"Resolution was fine, but the shipping took forever!",Package came way late. Not ordering from here again.
9757,3388,3522,2024-12-05 06:32:30.412051392,Damaged Product,7.0,Pending,3.496887431015388,,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,Packaging was fine but the actual product had issues.
9758,1026,10758,2024-12-05 06:32:30.412051392,Packaging Issue,21.0,Unresolved,8.857216523967978,3.5762551061625647,Negative,Excellent,"Resolution was fine, but the shipping took forever!","Took way too long to get fixed, but the service was okay I guess."
9759,1356,1749,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Pending,2.020822003754592,8.749747614794032,Neutral,Poor,Packaging was fine but the actual product had issues.,"I dunno, but the product just wasn't what I thought. Disappointed."
9760,123,10335,2024-12-05 06:32:30.412051392,Late Delivery,25.0,Pending,6.855846071640696,5.60535045260815,Negative,Good,"Resolution was fine, but the shipping took forever!",Package came way late. Not ordering from here again.
9761,2548,7170,2024-12-05 06:32:30.412051392,Incorrect Product,23.0,Resolved,3.8076223057958343,3.854965900479115,Positive,Poor,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
9762,10966,2131,2024-12-05 06:32:30.412051392,Packaging Issue,23.0,Resolved,4.182549335533068,7.9180343435992,Negative,Excellent,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
9763,8951,8336,2024-12-05 06:32:30.412051392,Packaging Issue,15.0,Pending,1.4297335129507647,4.773746515768174,Positive,Good,Package came way late. Not ordering from here again.,"Arrived in a damaged box, not happy. Seriously?"
9764,2650,9966,2024-12-05 06:32:30.412051392,Packaging Issue,17.0,Unresolved,1.2931818755885778,4.056861413850504,Neutral,Good,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
9765,9009,7291,2024-12-05 06:32:30.412051392,Quality Issue,,Pending,3.1000301780411386,6.87090554900791,Positive,Excellent,,Customer service wasn't helpful. Not coming back.
9766,4822,2386,2024-12-05 06:32:30.412051392,Quality Issue,27.0,Unresolved,9.466034970266936,3.1910611127811417,Positive,Average,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
9767,6034,10014,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Resolved,1.903008651677433,7.603817290291331,Neutral,Good,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
9768,9576,1437,2024-12-05 06:32:30.412051392,Incorrect Product,23.0,Pending,8.605568650868715,2.870858391517507,Negative,Poor,Packaging was fine but the actual product had issues.,"Resolution was fine, but the shipping took forever!"
9769,994,3988,2024-12-05 06:32:30.412051392,Damaged Product,18.0,Resolved,6.1803822313716585,3.719010776697709,Positive,Poor,,Got the wrong item... so frustrating! What a waste of time.
9770,9017,8526,2024-12-05 06:32:30.412051392,Damaged Product,15.0,Resolved,2.5428657011976026,9.142390317315249,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.","I dunno, but the product just wasn't what I thought. Disappointed."
9771,343,8073,2024-12-05 06:32:30.412051392,Damaged Product,2.0,Pending,7.8182617114607,9.701320224540403,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Resolution was fine, but the shipping took forever!"
9772,4931,5140,2024-12-05 06:32:30.412051392,Quality Issue,15.0,Pending,9.423677123947352,2.391848651350961,Positive,Excellent,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
9773,9266,1325,2024-12-05 06:32:30.412051392,Packaging Issue,13.0,Resolved,8.707437874429479,1.6401279639607658,Negative,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,"Took way too long to get fixed, but the service was okay I guess."
9774,5892,2392,2024-12-05 06:32:30.412051392,Quality Issue,25.0,Unresolved,7.326216444589122,7.0394009459662525,Positive,Good,"Took way too long to get fixed, but the service was okay I guess.",
9775,7707,9504,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Resolved,7.681153134889523,4.893475028446334,Positive,Average,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
